word,part_of_speech
stopp 2,subst
stoppar,ver
stoppar undan,ver
stoppning,subst
stopp-ur,subst
stor,adj
storartad,adj
stora-syster,subst
stor-drift,subst
stor-dåd,subst
store-bror,subst
stor-familj,subst
storhet,subst
storhets-vansinne,subst
stork,subst
storknar,ver
storlek,subst
storm,subst
stor-makt,subst
stormar,ver
stor-marknad,subst
stormig,adj
stor-skalig,adj
storm-steg,subst
stor-möte,subst
storsint,adj
stor-slagen,adj
stor-spelar,ver
stor-stad,subst
stor-stilad,adj
stor-säljare,subst
stor-tå,subst
stor-verk,subst
storvulen,adj
story,subst
STP,förk
straff 1,subst
straff 2,subst
straffar,ver
straff-belagd,adj
straff-ränta,subst
stram,adj
stramar,ver
strand,subst
strandar,ver
strand-hugg,subst
strand-satt,adj
strandskydds-område,subst
strapats,subst
strategi,subst
strategisk,adj
strax,adv
streber,subst
streck,subst
streckar,ver
stred,se stride
strejk,subst
strejkar,ver
stress,subst
stressad,adj
stressar,ver
stressig,adj
stretar,ver
strid 1,adj
strid 2,subst
stridbar,adj
strider,ver
stridig,adj
stridighet,subst
stridis,subst
strids-krafter,subst
strids-lysten,adj
strids-vagn,subst
strikt,adj
strilar,ver
strimla,subst
strimlar,ver
strimma,subst
stringent,adj
stripig,adj
strippar,ver
striptease,subst
stritt,se stride
strof,subst
stroke,subst
strong,adj
stropp,subst
strosar,ver
strukit,se stryke
struktur,subst
strul,subst
struma,subst
strumpa,subst
strump-byxa,subst
strump-lästen,subst
strunt,subst
struntar,ver
strunt-summa,subst
strupe,subst
strut,subst
struts,subst
struttar,ver
stryk,subst
strykande,adj
stryk-bräda,subst
stryker,ver
stryker med,ver
stryker under,ver
stryk-järn,subst
stryk-pojke,subst
stryper,ver
strå,subst
stråk,subst
stråke,subst
strålande,adj
strålar,ver
stråle,subst
strål-kastare,subst
strålning,subst
strål-skydd,subst
sträck,subst
sträcka,subst
sträck-bänk,subst
sträcker,ver
sträck-läser,ver
sträckning,subst
sträng 1,adj
sträng 2,subst
sträv,adj
strävan,subst
strävar,ver
strävsam,adj
strö-,förle
strö-bröd,subst
strög,subst
strök,se stryke
ström,subst
ström-brytare,subst
strömlinje-formad,adj
strömmar,ver
strömming,subst
strömning,subst
ströp,se strype
strör,ver
strö-socker,subst
strössel,subst
strövar,ver
ströv-tåg,subst
stubb 1,subst
stubb 2,se rubb och stub
stubbe,subst
stubben,subst
stubin,subst
stuckatur,subst
stuckit,se sticke
stud,förk
student,subst
student-betyg,subst
student-bostad,subst
student-examen,subst
studentikos,adj
student-kår,subst
studerande,subst
studerar,ver
studie,subst
studie-bidrag,subst
studie-cirkel,subst
studie-förbund,subst
studie-hjälp,subst
studie-lån,subst
studie-medel,subst
studie-plan,subst
studie-rektor,subst
studie-stöd,subst
studio,subst
studium,subst
studs,subst
studsar,ver
studsare,subst
stuga,subst
stug-by,subst
stukar,ver
stulit,se stjä
stultar,ver
stum,adj
stump,subst
stumpa,subst
stund,subst
stundar,ver
stundom,adv
stundtals,adv
stuntman,subst
stup 1,adv
stup 2,subst
stupar,ver
stupid,adj
stup-ränna,subst
stup-rör,subst
stursk,adj
stuteri,subst
stuv,subst
stuvar,ver
stuveri-arbetare,subst
stuvning,subst
styck,subst
styckar,ver
stycke,subst
stycke-gods,subst
styckning,subst
stygg,adj
stygn,subst
stylta,subst
stympar,ver
styng,subst
styr 1,subst
styr 2,ver
styrbord,subst
styre,subst
styrelse,subst
styrelse-skick,subst
styres-man,subst
styrka,subst
styrker,ver
styrke-tår,subst
styrman,subst
styv,adj
styv-barn,subst
styv-far,subst
styv-moderlig,adj
styv-mor,subst
styvnackad,adj
styvnar,ver
styvt,adv
stående,adj
ståhej,subst
stål,subst
stål-man,subst
stål-sätter sig,ver
stål-verk,subst
stånd 1,subst
stånd 2,subst
ståndaktig,adj
stånd-punkt,subst
ståndsmässig,adj
stång,subst
stångas,ver
stången,subst
stånkar,ver
står,ver
står på,ver
står sig,ver
står till,ver
står tillbaka,ver
står ut,ver
står över,ver
ståt,subst
ståtar,ver
ståtlig,adj
stått,se stå
städ,subst
städad,adj
städar,ver
städare,subst
städer,se sta
städerska,subst
städning,subst
städse,adv
städ-skåp,subst
ställ,subst
ställbar,adj
ställd,adj
ställe,subst
ställer,ver
ställer in,ver
ställer in sig,ver
ställer om,ver
ställer samman,ver
ställer sig in,ver
ställer till,ver
ställer upp,ver
ställer ut,ver
ställ-företrädande,adj
ställ-företrädare,subst
ställning,subst
ställnings-krig,subst
ställnings-tagande,subst
stäm-band,subst
stäm-gaffel,subst
stäm-järn,subst
stämma,subst
stämmer,ver
stämning,subst
stämpel,subst
stämpel-ur,subst
stämplar,ver
ständig,adj
stänger 1,se stån
stänger 2,ver
stänger av,ver
stängsel,subst
stänk,subst
stänker,ver
stänk-skärm,subst
stärkelse,subst
stärker,ver
stäv,subst
stävar,ver
stävjar,ver
stöd,subst
stöddig,adj
stöder,ver
stöd-område,subst
stöd-undervisning,subst
stök,subst
stökar,ver
stökar till,ver
stökig,adj
stöld,subst
stön,subst
stönar,ver
stöp 1,se stupa
stöp 2,subst
stöper,ver
stöp-sleven,subst
stör 1,subst
stör 2,ver
störning,subst
större,se sto
störst,se sto
stört,adv
störtar,ver
stört-hjälm,subst
stört-lopp,subst
stöt,subst
stöter,ver
stöter på,ver
stöter sig,ver
stöte-sten,subst
stöt-fångare,subst
stött 1,se stöde
stött 2,se stöte
stött 3,adj
stötta,subst
stöttar,ver
stötte-pelare,subst
stövel,subst
stövlar,ver
subjekt,subst
subjektiv,adj
sub-kultur,subst
sublim,adj
sublimerar,ver
substans,subst
substantiell,adj
substantiv,subst
substitut,subst
subtil,adj
subtraherar,ver
subvention,subst
subventionerar,ver
subversiv,adj
succé,subst
succession,subst
successiv,adj
suck,subst
suckar,ver
sudd 1,subst
sudd 2,subst
suddar,ver
sudd-gummi,subst
suddig,adj
suffix,subst
sufflé,subst
sufflör,subst
sug 1,subst
sug 2,subst
sugen 1,adj
sugen 2,subst
suger,ver
suger ut,ver
sugga,subst
suggererar,ver
suggestion,subst
suggestiv,adj
sugit,se suge
sug-rör,subst
suktar,ver
sula,subst
sulfa,subst
sulky,subst
summa,subst
summarisk,adj
summer,subst
summerar,ver
summit,se simma
sump,subst
sumpar,ver
sump-mark,subst
sund 1,adj
sund 2,subst
sup,subst
supé,subst
super-,förle
super,ver
superar,ver
superb,adj
superlativ,subst
supinum,subst
suppleant,subst
supporter,subst
suput,subst
sur,adj
surar,ver
surfar,ver
surfing-bräda,subst
surmulen,adj
surnar,ver
sur-puppa,subst
surr,subst
surrar,ver
surrealistisk,adj
surrogat,subst
sur-strömming,subst
sus,subst
susar,ver
susen,subst
suspekt,adj
suspenderar,ver
sussar,ver
suttit,se sitte
suverän,adj
svacka,subst
svada,subst
svag,adj
svaghet,subst
svajar,ver
svajig,adj
sval 1,adj
sval 2,subst
svala,subst
svalde,se svälje
svale,subst
svalg,subst
sval-gång,subst
svalkar,ver
svall,subst
svallar,ver
svalnar,ver
svalt 1,se svälje
svalt 2,se svälte
svamlar,ver
svammel,subst
svamp,subst
svan,subst
svane-sång,subst
svank,subst
svans,subst
svar,subst
svarande,subst
svarar,ver
svarar för,ver
svarar mot,ver
svaro-mål,subst
svars,subst
svarslös,adj
svart,adj
svart-listad,adj
svart-muskig,adj
svart-målar,ver
svart-peppar,subst
svart-sjuk,adj
svart-sjuka,subst
svart-syn,subst
svart-vit,adj
svarvar,ver
svavel,subst
Svealand,nam
sved,se svide
sveda,subst
svek 1,se svike
svek 2,subst
svendom,subst
svengelska,subst
sven-sexa,subst
svensk 1,adj
svensk 2,subst
AB Svensk Bilprovning,nam
svenska,subst
Svenska akademien,nam
Svenska Arbetsgivareföreningen,se SA
Svenska institutet,nam
Svenska Turistföreningen,nam
svep,subst
svepande,adj
sveper,ver
svepning,subst
svep-skäl,subst
Sveriges Turistråd,nam
svetsar,ver
svett 1,adj
svett 2,subst
svettas,ver
svettig,adj
svider,ver
sviker,ver
svikt,subst
sviktar,ver
svimmar,ver
svin,subst
svin-,förle
svindel,subst
svindlande,adj
svindlar,ver
sving,subst
svingar,ver
svinn,subst
svin-päls,subst
svit,subst
svor,se svä
svordom,subst
svullen,adj
svullnad,subst
svullnar,ver
svulst,subst
svulstig,adj
svulten,adj
svultit,se svälte
svunnen,adj
svuren,adj
svurit,se svä
svåger,subst
svåger-politik,subst
svål,subst
svång-rem,subst
svår,adj
svårartad,adj
svår-bemästrad,adj
svårighet,subst
svår-löst,adj
svår-mod,subst
svår-smält,adj
svägerska,subst
sväljer,ver
sväller,ver
svält,subst
svälter,ver
svämmar över,ver
sväng,subst
svänger,ver
svänger om,ver
svängig,adj
svängning,subst
svängom,subst
sväng-rum,subst
svär,ver
svärd,subst
svär-dotter,subst
svär-far,subst
svär-föräldrar,subst
svärjer,se svä
svärm,subst
svärmar,ver
svär-mor,subst
svär-ord,subst
svär-son,subst
svärta,subst
svärtar,ver
svärtar ner,ver
svävar,ver
svävare,subst
sy-behör,subst
syd,subst
sydlig,adj
sydländsk,adj
sydlänning,subst
syd-väst,subst
syfilis,subst
syftar,ver
syfte,subst
syftning,subst
syl,subst
sylt,subst
sylta,subst
syltar,ver
sy-maskin,subst
symbios,subst
symbol,subst
symboliserar,ver
symbolisk,adj
symfoni,subst
symfoni-orkester,subst
symmetrisk,adj
sympati,subst
sympatiserar,ver
sympatisk,adj
sympati-strejk,subst
sympatisör,subst
symposium,subst
symptom,subst
syn,subst
synagoga,subst
synar,ver
synbar,adj
synbarligen,adv
synd 1,subst
synd 2,subst
synda-bock,subst
syndikalist,subst
syndikat,subst
syndrom,subst
syne,subst
synes,ver
syn-fält,subst
syn-central,subst
syn-håll,subst
synkroniserar,ver
synlig,adj
synnerhet,subst
synnerligen,adv
synod,subst
synonym 1,adj
synonym 2,subst
syn-punkt,subst
syns,ver
syn-skadad,subst
syn-skärpa,subst
syn-sätt,subst
synt,subst
syntax,subst
syntes,subst
syntet-,förle
syntetisk,adj
synthesizer,subst
syn-villa,subst
syn-vinkel,subst
sy-nål,subst
SYO,förk
syo-funktionär,subst
syr,ver
syr ihop,ver
syra,subst
syre,subst
syren,subst
syrier,subst
syrisk,adj
syrlig,adj
syrra,subst
syrsa,subst
syskon,subst
syskon-grupp,subst
sysselsätter,ver
syssla,subst
sysslar,ver
syssling,subst
sysslolös,adj
system,subst
systematisk,adj
Systembolaget,nam
system-butik,subst
systemerare,subst
Systemet,nam
system-man,subst
syster,subst
syster-fartyg,subst
sy-stuga,subst
syvende,
så 1,adv
så 2,konj
så 3,pron
sådan,pron
sådd,subst
sådär,adv
såg 1,se se
såg 2,subst
sågar,ver
sågspån,subst
såg-verk,subst
såld,adj
sålde,se sälje
således,adv
såll,subst
sållar,ver
sållar bort,ver
sålt,se sälje
sålunda,adv
sån,pron
sång,subst
sångare,subst
sångerska,subst
sång-kör,subst
såpa,subst
såpass,adv
såp-bubbla,subst
sår 1,subst
sår 2,ver
sårad,adj
sårar,ver
sårbar,adj
sårig,adj
sår-skorpa,subst
sås,subst
såsom,adv
såtillvida,adv
såvida,konj
såvitt 1,konj
såvitt 2,adv
såväl,konj
säck,subst
säckar ihop,ver
säckig,adj
säd,subst
sädes-slag,subst
sägen,subst
sägen-omspunnen,adj
säger,ver
säger ifrån,ver
säger till,ver
säger upp,ver
säger upp sig,ver
säjer,se säge
säker,adj
säkerhet,subst
säkerhets-bälte,subst
säkerhets-nål,subst
säkerhets-polis,subst
säkerhets-risk,subst
säkerligen,adv
säker-ställer,ver
säkert,adv
säkrar,ver
säkring,subst
säl,subst
sälg,subst
säljer,ver
säll,adj
sällan,adv
sällar sig,ver
sällsam,adj
sällskap,subst
sällskapar,ver
sällskaplig,adj
sällskaps-resa,subst
sällskaps-sjuk,adj
sällskaps-spel,subst
sällsynt,adj
sälta,subst
sämja,subst
sämre,se dåli
sämst,se dåli
sänder 1,se i sände
sänder 2,ver
sändning,subst
säng,subst
säng-dags,subst
säng-fösare,subst
säng-kammare,subst
säng-kläder,subst
säng-vätare,subst
säng-överkast,subst
sänka,subst
sänker,ver
SÄPO,förk
sär-,förle
särar,ver
särart,subst
särbehandlar,ver
särbeskattning,subst
särdeles,adv
särdrag,subst
säregen,adj
särklass,subst
särling,subst
särprägel,subst
särpräglad,adj
särskild,adj
särskiljer,ver
särskilt,adv
särskola,subst
särställning,subst
säsong,subst
säte,subst
säteri,subst
sätt,subst
sätter,ver
sätter i sig,ver
sätter igång,ver
sätter in,ver
sätter på,ver
sätter sig,ver
sätter sig in,ver
sätter sig över,ver
sätter upp,ver
sätter ut,ver
sätteri,subst
sättning,subst
säv,subst
sävlig,adj
söder 1,adv
söder 2,subst
Södermanland,nam
söderut,adv
södra,adj
sög,se suge
sökande,subst
sökar-ljus,subst
söker,ver
sölar,ver
sölig,adj
söl-korv,subst
söm,subst
sömmerska,subst
sömn,subst
sömnad,subst
sömn-gångare,subst
sömnig,adj
sömnlös,adj
sömn-tablett,subst
sömn-tuta,subst
söndag,subst
söndags-skola,subst
sönder,adj
sönderfall,subst
söndrar,ver
söndrig,adj
söner,se so
söp,se supe
sörja,subst
sörjer,ver
sörjer för,ver
sörplar,ver
söt,adj
sötar,ver
sötebröds-dagar,subst
sötma,subst
söt-nos,subst
söt-saker,subst
söt-vatten,subst
söver,ver
t ex,förk
t o m,förk
tabbe,subst
tabell,subst
tablett,subst
tabloid,subst
tablå,subst
tabu,subst
taburett,subst
tack,subst
tacka,subst
tackar,ver
tacklar,ver
tacknämlig,adj
tacksam,adj
tacksägelse,subst
tafatt 1,adj
tafatt 2,subst
tafsar,ver
tag,subst
tagel,subst
tagen,adj
tager,se ta
tagg,subst
taggig,adj
tagg-tråd,subst
tagit,se ta
tajm(n)ing,subst
tajt,adj
tak,subst
tak-räcke,subst
takt 1,subst
takt 2,subst
takt-full,adj
taktik,subst
takt-lös,adj
tal,subst
talan,subst
talande,adj
talang,subst
talar,ver
talar-lista,subst
talar-stol,subst
tal-bok,subst
tales-man,subst
tale-sätt,subst
tal-för,adj
talg,subst
talg-oxe,subst
talja,subst
talk,subst
tal-kör,subst
tall,subst
tallrik,subst
tal-man,subst
talong,subst
tal-pedagog,subst
tal-rik,adj
tal-språk,subst
tal-tidning,subst
tam,adj
tambur,subst
tamburin,subst
tampas,ver
tampong,subst
tand,subst
tandad,adj
tand-borste,subst
tand-borstning,subst
tandem-cykel,subst
tand-hygienist,subst
tand-kräm,subst
tand-kött,subst
tand-lossning,subst
tand-läkare,subst
tandlös,adj
tand-petare,subst
tand-protes,subst
tand-sköterska,subst
tand-sten,subst
tand-ställning,subst
tand-tråd,subst
tand-vård,subst
tandvårds-försäkring,subst
tandvårds-taxa,subst
tand-värk,subst
tangent,subst
tangerar,ver
tango,subst
tanig,adj
tank 1,subst
tank 2,subst
tankar,ver
tanke,subst
tanke-gång,subst
tanker,subst
tanke-ställare,subst
tanke-väckande,adj
tank-full,adj
tanklös,adj
tank-spridd,adj
tank-streck,subst
tant,subst
tantig,adj
tape,subst
tapet,subst
tapetserar,ver
tapetserare,subst
tapp,subst
tappar,ver
tapper,adj
tappning,subst
tappt,adv
tar,ver
tar efter,ver
tar emot,ver
tar fasta på,ver
tar igen sig,ver
tar in,ver
tar med sig,ver
tar miste,ver
tar på sig,ver
tar reda på,ver
tar sig an,ver
tar sig för,ver
tar sig till,ver
tar upp,ver
tar åt sig,ver
tar över,ver
tariff,subst
tarm,subst
tarm-vred,subst
tarvar,ver
tarvlig,adj
task,subst
taskig,adj
tass,subst
tassar,ver
tasse-mark,subst
tasslar,se tissla
tattare,subst
tatuerar,ver
tavla,subst
tax,subst
taxa,subst
taxerar,ver
taxerings-nämnd,subst
taxerings-värde,subst
taxi,subst
T-bana,subst
tbc,förk
TBV,förk
TCO,förk
te,subst
teak,subst
team,subst
teamwork,subst
teater,subst
teatralisk,adj
tecken,subst
tecknar,ver
teckning,subst
teddy-björn,subst
te-fat,subst
teflon,subst
teg,se tige
tegel,subst
tegel-panna,subst
tejp,subst
tejpar,ver
teknik,subst
tekniker,subst
teknisk,adj
teknokrat,subst
teknologi,subst
teko-industri,subst
tel,förk
tele-,förle
tele-fax,subst
telefon,subst
telefon-automat,subst
telefonerar,ver
telefonist,subst
telefon-katalog,subst
telefon-kiosk,subst
telefon-kö,subst
telefon-lur,subst
telefon-nummer,subst
telefon-svarare,subst
telefon-tid,subst
telefon-väckning,subst
telefon-väktare,subst
telefon-växel,subst
telegraf,subst
telegraferar,ver
telegram,subst
tele-objektiv,subst
tele-printer,subst
teleskop,subst
Televerket,nam
television,subst
telex,subst
telning,subst
tema,subst
temp,subst
tempel,subst
temperament,subst
temperatur,subst
tempererad,adj
tempo,subst
tempo-arbete,subst
temporär,adj
tempus,subst
tendens,subst
tendentiös,adj
tenderar,ver
tenn,subst
tennis,subst
tenor,subst
tenta,subst
tentamen,subst
tentar,ver
tentativ,adj
tenterar,ver
teolog,subst
teologi,subst
teoretiker,subst
teoretisk,adj
teori,subst
te-påse,subst
ter sig,ver
terapeut,subst
terapeutisk,adj
terapi,subst
term,subst
termin,subst
terminal,subst
terminologi,subst
termometer,subst
termos,subst
termostat,subst
terpentin,subst
terrakotta,subst
terrass,subst
terrier,subst
territoriell,adj
territorium,subst
terror,subst
terrorism,subst
terrorist,subst
terräng,subst
tertial,subst
tes,subst
tesaur,subst
te-sked,subst
test 1,subst
test 2,subst
testamente,subst
testar,ver
testikel,subst
teve,se T
text,subst
textar,ver
textil,subst
textilier,subst
text-TV,subst
tf,förk
TFA,förk
thailändsk,adj
thinner,subst
thorax,subst
thriller,subst
tia,subst
tiara,subst
tic,subst
tickar,ver
ticktack,subst
tid,subst
tide-varv,subst
tidig,adj
tid-lön,subst
tidlös,adj
tidning,subst
tidnings-anka,subst
tid-punkt,subst
tid-rymd,subst
tids-anda,subst
tids-enlig,adj
tids-fråga,subst
tids-fördriv,subst
tid-skrift,subst
tidsmässig,adj
tids-nöd,subst
tids-signal,subst
tids-studie,subst
tids-ålder,subst
tids-ödande,adj
tid-tabell,subst
tid-tagare,subst
tid-vatten,subst
tidvis,adv
tiger 1,subst
tiger 2,ver
tigger,ver
tik,subst
tilja,subst
till 1,adv
till 2,prep
till buds,adv
till pass,adv
till spillo,adv
till synes,adv
till viljes,adv
till övers,adv
tillade,se tillägge
tillagt,se tillägge
tillbaka,adv
tillbakadragen,adj
tillbakagång,subst
tillbakavisar,ver
tillbehör,subst
tillber,ver
tillblivelse,subst
tillbringar,ver
tillbringare,subst
tillbud,subst
tillbörlig,adj
tilldelar,ver
tilldelning,subst
tilldragande,adj
tilldragelse,subst
tilldrar sig,ver
tilldömer,ver
tillerkänner,ver
tillfaller,ver
tillfart,subst
tillflykt,subst
tillflykts-ort,subst
tillflöde,subst
tillfogar,ver
tillfreds,adj
tillfreds-ställande,adj
tillfreds-ställelse,subst
tillfreds-ställer,ver
tillfrisknar,ver
tillfrågad,adj
tillfånga,adv
tillfånga-tar,ver
tillfälle,subst
tillfällig,adj
tillfällighet,subst
tillför,ver
tillförlitlig,adj
tillförordnad,adj
tillförsel,subst
tillförsikt,subst
tillförsäkrar,ver
tillgiven,adj
tillgjord,adj
tillgodo,adv
tillgodo-gör sig,ver
tillgodo-ser,ver
tillgrepp,subst
tillgriper,ver
tillgå,ver
tillgång,subst
tillgänglig,adj
tillhanda-håller,ver
tillhygge,subst
tillhåll,subst
tillhör,ver
tillhörighet,subst
tillika,adv
tillintetgör,ver
tillit,subst
tillkallar,ver
tillknäppt,adj
tillkommande,adj
tillkommer,ver
tillkänna,adv
tillkänna-ger,ver
tillmäle,subst
tillmäter,ver
tillmötes-gående 1,adj
tillmötesgående 2,subst
tillnamn,subst
tillnärmelsevis,adv
tillreder,ver
tillrygga-lägger,ver
tillrådlig,adj
tillräcklig,adj
tillräknelig,adj
tillrätta,adv
tillrätta-lägger,ver
tillrätta-visar,ver
tills 1,konj
tills 2,prep
tillsammans,adv
tillsats,subst
tillskansar sig,ver
tillskott,subst
tillskriver,ver
tillskyndare,subst
tillskärare,subst
tillsluter,ver
tillspetsad,adj
tillströmning,subst
tillstymmelse,subst
tillstyrker,ver
tillstånd,subst
tillstår,ver
tillställning,subst
till-stöter,ver
tillsvidare-anställning,subst
tillsyn,subst
tillsyns-lärare,subst
tillsägelse,subst
tillsätter,ver
tilltag,subst
tilltal,subst
tilltalar,ver
tilltals-namn,subst
tilltar,ver
tilltrasslad,adj
tilltro,subst
tillträde,subst
tillträder,ver
tilltugg,subst
tilltygad,adj
tilltänkt,adj
tillval,subst
tillvand,adj
tillvara-tar,ver
tillvara-tog,se tillvarata
tillvaro,subst
tillverkar,ver
tillverkning,subst
tillväga,adv
tillvägagångs-sätt,subst
tillvänjning,subst
tillväxt,subst
tillåtelse,subst
tillåten,adj
tillåter,ver
tillägg,subst
tillägger,ver
tilläggs-pension,se AT
tillägnar,ver
tillägnar sig,ver
tillämpar,ver
tillämplig,adj
tillämpning,subst
tillät,se tillåte
tillökning,subst
tillönskar,ver
timer,subst
timjan,subst
timme,subst
timmer,subst
timmer-man,subst
tim-penning,subst
tinar,ver
tindrar,ver
ting,subst
tingeltangel,subst
tingest,subst
tings-rätt,subst
tinne,subst
tinner,se thinne
tinning,subst
tio,räkn
tio-krona,subst
tionde,räkn
tion-del,subst
tio-öring,subst
tipp,subst
tippar,ver
tips,subst
tipsar,ver
Tips-tjänst AB,nam
tisdag,subst
tissel,subst
tisslar,ver
tistel,subst
titel,subst
titel-roll,subst
titt 1,adv
titt 2,subst
tittar,ver
tittar in,ver
tittar på,ver
tittare,subst
tivoli,subst
tja,interj
tjack,subst
tjafs,subst
tjafsar,ver
tjallar,ver
tjat,subst
tjatar,ver
tjatig,adj
tjatter,subst
tjattrar,ver
tjeck,subst
tjeckisk,adj
tjej,subst
tjock,adj
tjocka,subst
tjockis,subst
tjocklek,subst
tjog,subst
tjuder,subst
tjugo,räkn
tjugofem-öring,subst
tjugonde,räkn
tjugondedag Knut,nam
tjur,subst
tjurar,ver
tjurig,adj
tjusar,ver
tjusig,adj
tjusning,subst
tjut,subst
tjuter,ver
tjuv,subst
tjuv-,förle
tjuv-nyp,subst
tjuv-start,subst
tjuv-tjockt,adv
tjyv-,se tjuv
tjäder,subst
tjäle,subst
tjänar,ver
tjänare 1,interj
tjänare 2,subst
tjänst,subst
tjänste-bostad,subst
tjänste-fel,subst
tjänste-grupplivförsäkring,subst
tjänste-man,subst
tjänste-pension,subst
tjänste-plikt,subst
tjänst-gjorde,se tjänstgö
tjänstgjort,se tjänstgö
tjänst-gör,ver
tjänst-göring,subst
tjänst-ledig,adj
tjänst-villig,adj
tjära,subst
tjärn,subst
tjöt,se tjute
toa,subst
toalett,subst
toalett-artikel,subst
toalett-papper,subst
toalett-väska,subst
tobak,subst
toffel,subst
tofs,subst
tog,se ta
tok,subst
tokig,adj
tolerans,subst
tolerant,adj
tolererar,ver
tolfte,räkn
tolk,subst
tolkar,ver
tolkning,subst
tolk-service,subst
tolv,räkn
tolva,subst
tom,adj
tomat,subst
tombola,subst
tom-glas,subst
tom-gång,subst
tomhänt,adj
tom-rum,subst
tomt,subst
tomte,subst
tomte-bloss,subst
tomt-kö,subst
tomt-rätt,subst
tomträtts-avgäld,subst
ton 1,subst
ton 2,subst
tonar,ver
tonar ned,ver
ton-art,subst
ton-fall,subst
ton-fisk,subst
ton-givande,adj
ton-gång,subst
tonnage,subst
-tonnare,efterle
tonsill,subst
ton-sättare,subst
ton-vikt,subst
ton-år,subst
ton-åring,subst
topografi,subst
topp,subst
topp-,förle
toppar,ver
toppen,adj
topp-lån,subst
topp-matad,adj
topp-möte,subst
tordes,se tör
torftig,adj
torg,subst
torg-skräck,subst
tork,subst
torka,subst
torkar,ver
tork-huv,subst
tork-skåp,subst
tork-tumlare,subst
torn,subst
tornar upp sig,ver
torp,subst
torpare,subst
torped,subst
torr,adj
torr-lägger,ver
torr-skodd,adj
torsdag,subst
torsk,subst
torso,subst
torterar,ver
tortyr,subst
torv,subst
torva,subst
total,adj
totalisator,subst
totalitär,adj
totar,ver
toto 1,subst
toto 2,subst
tott,subst
touchar,ver
touche,subst
tova,subst
tr,förk
tradig,adj
tradition,subst
traditionell,adj
trafik,subst
trafikant,subst
trafikerar,ver
trafik-försäkring,subst
trafik-kort,subst
trafik-ledare,subst
trafik-ljus,subst
trafik-märke,subst
trafik-skola,subst
Trafiksäkerhetsverket,nam
trafik-vakt,subst
tragedi,subst
tragglar,ver
tragik,subst
tragisk,adj
trailer,subst
trakasserar,ver
trakt,subst
traktamente,subst
traktar,ver
traktat,subst
trakterar,ver
traktor,subst
trall,subst
trallar,ver
tramp,subst
trampa,subst
trampar,ver
trampolin,subst
trams,subst
trana,subst
trans,subst
transaktion,subst
transfer,subst
transfererar,ver
transformator,subst
transfusion,subst
transistor,subst
transit,subst
transkription,subst
translator,subst
transparent,adj
transpiration,subst
transplantation,subst
transplanterar,ver
transport,subst
transporterar,ver
transvestit,subst
trapets,subst
trappa,subst
trappar ner,ver
trappar upp,subst
trasa,subst
tras-hank,subst
trasig,adj
traskar,ver
tras-matta,subst
trassel,subst
trasslar,ver
trasslig,adj
trast,subst
tratt,subst
trauma,subst
traumatisk,adj
trav,subst
travar,ver
travare,subst
trave,subst
travers,subst
travesti,subst
trav-sport,subst
tre,räkn
trea,subst
tredje,räkn
tredje man,subst
tredje-del,subst
tredska,subst
tredskas,ver
tre-hjuling,subst
tre-kant,subst
tre-kvart,subst
trench,subst
trenchcoat,subst
trend,subst
trendig,adj
tre-rummare,subst
tre-skift,subst
trettio,räkn
trettionde,räkn
tretton,räkn
Trettondagen,nam
trettonde,räkn
tre-udd,subst
trevar,ver
trevare,subst
trevlig,adj
trevnad,subst
triangel,subst
tribun,subst
tribut,subst
trick,subst
tricksar,ver
trikå,subst
trillar,ver
trilogi,subst
trilsk,adj
trilskas,ver
trim,subst
trimmar,ver
trind,adj
trio,subst
tripp,subst
trippar,ver
trissa,subst
trissar upp,ver
trist,adj
tristess,subst
triumf,subst
triumferar,ver
trivial,adj
trivs,ver
trivsam,adj
trivsel,subst
tro,subst
troende,adj
tro-fast,adj
trogen,adj
trohet,subst
trojka,subst
trolig,adj
troligen,adv
troligtvis,adv
troll,subst
trollar,ver
troll-binder,ver
trolleri,subst
troll-karl,subst
tro-lovning,subst
trolsk,adj
trolös,adj
tromb,subst
trombon,subst
tron,subst
tronar,ver
tron-följd,subst
tropikerna,nam
tropisk,adj
tror,ver
trosa,subst
tros-bekännelse,subst
troskyldig,adj
tross,subst
tros-samfund,subst
tros-viss,adj
trots 1,prep
trots 2,subst
trotsar,ver
trotsig,adj
trottoar,subst
tro-värdig,adj
trubadur,subst
trubbel,subst
trubbig,adj
truck,subst
trudelutt,subst
trugar,ver
truism,subst
trumf,subst
trum-hinna,subst
trumma,subst
trummar,ver
trummar ihop,ver
trumpen,adj
trumpet,subst
trum-slagare,subst
trupp,subst
trut,subst
trutar,ver
tryck,subst
tryckande,adj
trycker,ver
tryckeri,subst
tryck-frihet,subst
tryck-luft,subst
tryck-sak,subst
tryffel,subst
trygg,adj
tryggar,ver
trygghet,subst
tryne,subst
tryter,ver
tråd,subst
trådig,adj
tråd-rulle,subst
tråg,subst
tråkar,ver
tråkar ut,ver
tråkig,adj
tråk-måns,subst
trål,subst
trålare,subst
trång,adj
trång-bodd,adj
trång-mål,subst
trång-synt,adj
trä,subst
träd,subst
träda,subst
träder,ver
trädgård,subst
trädgårds-mästare,subst
träff,subst
träffande,adj
träffar,ver
träffas,ver
trägen,adj
träl,subst
tränar,ver
tränare,subst
trängande,adj
tränger,ver
trängre,se trån
trängs,ver
trängsel,subst
trängst,se trån
trängtar,ver
träning,subst
trär,ver
